Year,Month,Initial Ordering BIC8,Initial Ordering BIC8 name,Initial Ordering Country,BIC8,BIC8 name,BIC8 Country,Counterparty BIC8,Counterparty BIC8 name,Counterparty BIC8 Country,End Beneficiary BIC8,End Beneficiary BIC8 name,End Beneficiary Country,Message Type,Currency,Net.USD.Amount,Transactions
2016,Mar,BNKDXXYY,,XX,BNKDXXYY,,XX,GLOK,,US,BKMMITRR,,IT,MT103,USD,715,1
2016,Mar,BNKAXXYY,,XX,BNKAXXYY,,XX,GLOA,,US,GLOG,,ES,MT103,USD,920,1
2016,Mar,BNKEXXYY,,XX,BNKEXXYY,,XX,GLOH,,DE,GLOG,,GB,MT103,USD,17632,1
2016,Mar,BNKAXXYY,,XX,BNKAXXYY,,XX,GLOA,,US,GLOG,,CN,MT103,USD,74248,4
2016,Mar,BNKAXXYY,,XX,BNKAXXYY,,XX,GLOB,,US,GLOG,,CN,MT103,USD,3400,1
2016,Mar,BNKDXXYY,,XX,BNKDXXYY,,XX,GLOF,,US,BKMMCNSH,,CN,MT103,USD,34352,2
2016,Mar,BNKDXXYY,,XX,BNKDXXYY,,XX,GLOH,,DE,BKLLIT3B,,IT,MT103,EUR,32614,1
2016,Mar,BNKAXXYY,,XX,BNKAXXYY,,XX,GLOA,,US,BKLLINBB,,IN,MT103,USD,22790,1
2016,Mar,BNKAXXYY,,XX,BNKAXXYY,,XX,GLOB,,US,BKLLINBB,,IN,MT103,USD,50000,1
2016,Mar,BNKAXXYY,,XX,BNKAXXYY,,XX,GLOH,,DE,BKLLDEBE,,DE,MT103,EUR,673,1
2016,Mar,BNKCXXYY,,XX,BNKCXXYY,,XX,GLOH,,DE,BKLLDEBE,,DE,MT103,USD,900,1
2016,Mar,BNKAXXYY,,XX,BNKAXXYY,,XX,BKKKUS55,,US,BKKKUS55,,US,MT700,USD,26210800,4
2016,Mar,BNKAXXYY,,XX,BNKAXXYY,,XX,GLOA,,US,BKKKCN22,,CN,MT103,USD,32880,3
2016,Mar,BNKAXXYY,,XX,BNKAXXYY,,XX,GLOB,,US,BKKKCN22,,CN,MT103,USD,63000,1
2016,Mar,BNKAXXYY,,XX,BNKAXXYY,,XX,GLOF,,US,BKKKCN22,,CN,MT103,USD,8413,1
2016,Mar,BNKDXXYY,,XX,BNKDXXYY,,XX,GLOC,,US,BKKKCHGG,,CH,MT103,USD,1040660,1
2016,Mar,BNKAXXYY,,XX,BNKAXXYY,,XX,GLOF,,US,BKJJHKHH,,HK,MT103,USD,39025,1
2016,Mar,BNKAXXYY,,XX,BNKAXXYY,,XX,GLOA,,US,BKJJGB2L,,GB,MT103,USD,20000,1
2016,Mar,BNKAXXYY,,XX,BNKAXXYY,,XX,GLOB,,US,BKJJGB2L,,GB,MT103,USD,31285,1
2016,Mar,BNKDXXYY,,XX,BNKDXXYY,,XX,GLOC,,US,BKJJGB2L,,GB,MT103,USD,464508,1
2016,Mar,BNKEXXYY,,XX,BNKEXXYY,,XX,GLOF,,US,BKJJGB2L,,GB,MT103,USD,212355,2
2016,Mar,BNKAXXYY,,XX,BNKAXXYY,,XX,GLOA,,US,BKJJDEDD,,DE,MT103,USD,8312,1
2016,Mar,BNKAXXYY,,XX,BNKAXXYY,,XX,GLOH,,DE,BKJJDEDD,,DE,MT103,EUR,2135,1
2016,Mar,BNKAXXYY,,XX,BNKAXXYY,,XX,GLOB,,US,BKJJCNBA,,CN,MT103,USD,34216,2
2016,Mar,BNKAXXYY,,XX,BNKAXXYY,,XX,GLOF,,US,BKJJCNBA,,CN,MT103,USD,45112,1
2016,Mar,BNKAXXYY,,XX,BNKAXXYY,,XX,GLOA,,US,BKIIUS33,,US,MT103,USD,120960,6
2016,Mar,BNKAXXYY,,XX,BNKAXXYY,,XX,GLOB,,US,BKIIUS33,,US,MT103,USD,50035,5
2016,Mar,BNKAXXYY,,XX,BNKAXXYY,,XX,GLOF,,US,BKIIUS33,,US,MT103,USD,83706,6
2016,Mar,BNKDXXYY,,XX,BNKDXXYY,,XX,GLOA,,US,BKIIUS33,,US,MT103,USD,6983,1
2016,Mar,BNKDXXYY,,XX,BNKDXXYY,,XX,GLOC,,US,BKIIUS33,,US,MT103,USD,1029500,4
2016,Mar,BNKDXXYY,,XX,BNKDXXYY,,XX,GLOK,,US,BKIIUS33,,US,MT103,USD,400000,4
2016,Mar,BNKEXXYY,,XX,BNKEXXYY,,XX,GLOF,,US,BKIIUS33,,US,MT103,USD,110500,1
2016,Mar,BNKEXXYY,,XX,BNKEXXYY,,XX,GLOB,,US,BKIIUS33,,US,MT103,USD,2610,2
2016,Mar,BNKAXXYY,,XX,BNKAXXYY,,XX,GLOH,,DE,BKIIIT22,,IT,MT103,EUR,1226,1
2016,Mar,BNKEXXYY,,XX,BNKEXXYY,,XX,GLOB,,US,BKHHPAPA,,PA,MT103,USD,15000,3
2016,Mar,BNKDXXYY,,XX,BNKDXXYY,,XX,GLOC,,US,BKHHITRR,,IT,MT103,USD,3100,1
2016,Mar,BNKAXXYY,,XX,BNKAXXYY,,XX,GLOF,,US,BKHHDE33,,DE,MT103,USD,3267,1
2016,Mar,BNKAXXYY,,XX,BNKAXXYY,,XX,GLOH,,DE,BKHHDE33,,DE,MT103,EUR,6747,2
2016,Mar,BNKDXXYY,,XX,BNKDXXYY,,XX,GLOH,,DE,BKHHDE33,,DE,MT103,EUR,3044,1
2016,Mar,BNKAXXYY,,XX,BNKAXXYY,,XX,GLOA,,US,BKHHCNBJ,,CN,MT103,USD,1230,1
2016,Mar,BNKDXXYY,,XX,BNKDXXYY,,XX,GLOC,,US,BKGGPAPA,,PA,MT103,USD,193160,1
2016,Mar,BNKDXXYY,,XX,BNKDXXYY,,XX,GLOF,,US,BKGGPAPA,,PA,MT103,USD,31950,1
2016,Mar,BNKAXXYY,,XX,BNKAXXYY,,XX,GLOB,,US,BKGGESMS,,ES,MT103,USD,31020,1
2016,Mar,BNKAXXYY,,XX,BNKAXXYY,,XX,GLOH,,DE,BKGGESMS,,ES,MT103,EUR,8452,2
2016,Mar,BNKDXXYY,,XX,BNKDXXYY,,XX,GLOC,,US,BKGGESMS,,ES,MT103,USD,4147,1
2016,Mar,BNKAXXYY,,XX,BNKAXXYY,,XX,GLOA,,US,BKGGCNBJ,,CN,MT103,USD,12308,1
2016,Mar,BNKAXXYY,,XX,BNKAXXYY,,XX,GLOB,,US,BKGGCNBJ,,CN,MT103,USD,47138,3
2016,Mar,BNKEXXYY,,XX,BNKEXXYY,,XX,GLOH,,DE,BKFFIT22,,IT,MT103,EUR,22450,1
2016,Mar,BNKAXXYY,,XX,BNKAXXYY,,XX,GLOB,,US,BKFFINBB,,IN,MT103,USD,4950,1
2016,Mar,BNKAXXYY,,XX,BNKAXXYY,,XX,GLOH,,DE,BKFFDE51,,DE,MT103,EUR,3373,1
2016,Mar,BNKAXXYY,,XX,BNKAXXYY,,XX,GLOA,,US,BKEEUS3M,,US,MT103,USD,21000,1
2016,Mar,BNKAXXYY,,XX,BNKAXXYY,,XX,GLOB,,US,BKEEUS3M,,US,MT103,USD,12328,4
2016,Mar,BNKAXXYY,,XX,BNKAXXYY,,XX,GLOF,,US,BKEEUS3M,,US,MT103,USD,10605,1
2016,Mar,BNKEXXYY,,XX,BNKEXXYY,,XX,GLOF,,US,BKEEUS3M,,US,MT103,USD,20040,1
2016,Mar,BNKEXXYY,,XX,BNKEXXYY,,XX,GLOB,,US,BKEEUS3M,,US,MT103,USD,439,1
2016,Mar,BNKDXXYY,,XX,BNKDXXYY,,XX,GLOK,,US,BKEESMM,,ES,MT103,USD,4171,1
2016,Mar,BNKAXXYY,,XX,BNKAXXYY,,XX,GLOF,,US,BKDDPAPA,,PA,MT103,USD,64000,2
2016,Mar,BNKAXXYY,,XX,BNKAXXYY,,XX,GLOA,,US,BKDDITGG,,IT,MT103,USD,15000,1
2016,Mar,BNKEXXYY,,XX,BNKEXXYY,,XX,GLOF,,US,BKCHMOMX,,MO,MT103,USD,398,1
2016,Mar,BNKEXXYY,,XX,BNKEXXYY,,XX,GLOF,,US,BKCHHKHH,,HK,MT103,USD,58628,1
2016,Mar,BNKEXXYY,,XX,BNKEXXYY,,XX,GLOC,,US,BKCHHKHH,,HK,MT103,USD,23785,1
2016,Mar,BNKEXXYY,,XX,BNKEXXYY,,XX,GLOK,,US,BKCHHKHH,,HK,MT103,USD,10710,1
2016,Mar,BNKAXXYY,,XX,BNKAXXYY,,XX,GLOA,,US,BKCCUS3A,,US,MT103,USD,15762,4
2016,Mar,BNKAXXYY,,XX,BNKAXXYY,,XX,GLOB,,US,BKCCUS3A,,US,MT103,USD,9897,1
2016,Mar,BNKCXXYY,,XX,BNKCXXYY,,XX,GLOC,,US,BKCCUS3A,,US,MT103,USD,3933,1
2016,Mar,BNKDXXYY,,XX,BNKDXXYY,,XX,GLOC,,US,BKCCUS3A,,US,MT103,USD,1000,1
2016,Mar,BNKDXXYY,,XX,BNKDXXYY,,XX,GLOK,,US,BKCCUS3A,,US,MT103,USD,22187,5
2016,Mar,BNKEXXYY,,XX,BNKEXXYY,,XX,GLOB,,US,BKCCUS3A,,US,MT103,USD,9914,1
2016,Mar,BNKDXXYY,,XX,BNKDXXYY,,XX,GLOC,,US,BKCCPAPA,,PA,MT103,USD,30102,2
2016,Mar,BNKCXXYY,,XX,BNKCXXYY,,XX,GLOC,,US,BKCCFRPP,,FR,MT103,USD,37229,1
2016,Mar,BNKAXXYY,,XX,BNKAXXYY,,XX,GLOB,,US,BKCCESMM,,ES,MT103,USD,23968,1
2016,Mar,BNKDXXYY,,XX,BNKDXXYY,,XX,GLOK,,US,BKCCESMM,,ES,MT103,USD,26459,2
2016,Mar,BNKEXXYY,,XX,BNKEXXYY,,XX,GLOH,,DE,BKCCESMM,,ES,MT103,USD,48299,1
2016,Mar,BNKAXXYY,,XX,BNKAXXYY,,XX,GLOH,,DE,BKCCDEF1,,DE,MT103,EUR,7265,2
2016,Mar,BNKCXXYY,,XX,BNKCXXYY,,XX,GLOC,,US,BKCCCN2X,,CN,MT103,USD,48815,1
2016,Mar,BNKAXXYY,,XX,BNKAXXYY,,XX,GLOA,,US,GLOJ,,CH,MT103,USD,2281700,10
2016,Mar,BNKAXXYY,,XX,BNKAXXYY,,XX,GLOB,,US,GLOJ,,CH,MT103,USD,1145571,11
2016,Mar,BNKAXXYY,,XX,BNKAXXYY,,XX,GLOF,,US,GLOJ,,CH,MT103,USD,821000,3
2016,Mar,BNKDXXYY,,XX,BNKDXXYY,,XX,GLOA,,US,BKCCCHXX,,CH,MT103,USD,100000,1
2016,Mar,BNKDXXYY,,XX,BNKDXXYY,,XX,GLOC,,US,BKCCCHXX,,CH,MT103,USD,3240520,19
2016,Mar,BNKDXXYY,,XX,BNKDXXYY,,XX,GLOK,,US,BKCCCHXX,,CH,MT103,USD,3151650,17
2016,Mar,BNKAXXYY,,XX,BNKAXXYY,,XX,GLOB,,US,BKBBPAPA,,PA,MT103,USD,11500,1
2016,Mar,BNKAXXYY,,XX,BNKAXXYY,,XX,GLOF,,US,BKBBPAPA,,PA,MT103,USD,280723,4
2016,Mar,BNKCXXYY,,XX,BNKCXXYY,,XX,GLOC,,US,BKBBPAPA,,PA,MT103,USD,20319,3
2016,Mar,BNKDXXYY,,XX,BNKDXXYY,,XX,GLOC,,US,BKBBPAPA,,PA,MT103,USD,6635,3
2016,Mar,BNKDXXYY,,XX,BNKDXXYY,,XX,GLOK,,US,BKBBPAPA,,PA,MT103,USD,5500,1
2016,Mar,BNKEXXYY,,XX,BNKEXXYY,,XX,GLOB,,US,BKBBPAPA,,PA,MT103,USD,3093,2
2016,Mar,BNKEXXYY,,XX,BNKEXXYY,,XX,GLOB,,US,BKBBHKHH,,HK,MT103,USD,620,1
2016,Mar,BNKAXXYY,,XX,BNKAXXYY,,XX,GLOA,,US,BKBBESMM,,ES,MT103,USD,30810,1
2016,Mar,BNKAXXYY,,XX,BNKAXXYY,,XX,GLOB,,US,BKBBESMM,,ES,MT103,USD,36075,1
2016,Mar,BNKDXXYY,,XX,BNKDXXYY,,XX,GLOH,,DE,BKBBESMM,,ES,MT103,EUR,15589,1
2016,Mar,BNKEXXYY,,XX,BNKEXXYY,,XX,GLOH,,DE,BKBBESMM,,ES,MT103,EUR,6474,1
2016,Mar,BNKEXXYY,,XX,BNKEXXYY,,XX,GLOB,,US,BKAATWTP,,TW,MT103,USD,6610,1
2016,Mar,BNKEXXYY,,XX,BNKEXXYY,,XX,GLOB,,US,BKAAPAPA,,PA,MT103,USD,5000,1
2016,Mar,BNKAXXYY,,XX,BNKAXXYY,,XX,GLOA,,US,BKAAGB2B,,GB,MT103,USD,50715,1
2016,Mar,BNKAXXYY,,XX,BNKAXXYY,,XX,GLOB,,US,BKAAGB2B,,GB,MT103,USD,20390,2
2016,Mar,BNKAXXYY,,XX,BNKAXXYY,,XX,GLOF,,US,BKAAGB2B,,GB,MT103,USD,20000,1
2016,Mar,BNKDXXYY,,XX,BNKDXXYY,,XX,GLOC,,US,BHDVDOSD,,DO,MT103,USD,500,1
2016,Mar,BNKDXXYY,,XX,BNKDXXYY,,XX,GLOC,,US,BCZZUS33,,US,MT103,USD,2000,1
2016,Mar,BNKAXXYY,,XX,BNKAXXYY,,XX,GLOA,,US,BCWWUS3M,,US,MT103,USD,97454,4
2016,Mar,BNKAXXYY,,XX,BNKAXXYY,,XX,GLOB,,US,BCWWUS3M,,US,MT103,USD,25786,1
2016,Mar,BNKAXXYY,,XX,BNKAXXYY,,XX,GLOF,,US,BCWWUS3M,,US,MT103,USD,32655,1
2016,Mar,BNKDXXYY,,XX,BNKDXXYY,,XX,GLOK,,US,BCWWUS3M,,US,MT103,USD,77106,2
2016,Mar,BNKAXXYY,,XX,BNKAXXYY,,XX,GLOA,,US,BCPPUS44,,US,MT103,USD,19545,2
2016,Mar,BNKDXXYY,,XX,BNKDXXYY,,XX,GLOC,,US,BCKKUS6L,,US,MT103,USD,14964,1
2016,Mar,BNKEXXYY,,XX,BNKEXXYY,,XX,GLOC,,US,BCKKUS6L,,US,MT103,USD,33841,1
2016,Mar,BNKDXXYY,,XX,BNKDXXYY,,XX,GLOC,,US,BCGGUS3M,,US,MT103,USD,15588,1
2016,Mar,BNKDXXYY,,XX,BNKDXXYY,,XX,GLOA,,US,BCFFUS66,,US,MT103,USD,13490,1
2016,Mar,BNKAXXYY,,XX,BNKAXXYY,,XX,GLOA,,US,BCEEUS3M,,US,MT103,USD,402144,4
2016,Mar,BNKAXXYY,,XX,BNKAXXYY,,XX,GLOB,,US,BCEEUS3M,,US,MT103,USD,21471,1
2016,Mar,BNKAXXYY,,XX,BNKAXXYY,,XX,GLOF,,US,BCEEUS3M,,US,MT103,USD,23384,1
2016,Mar,BNKBXXYY,,XX,BNKBXXYY,,XX,BNKBJMKN,,JM,BCEEUS3M,,US,MT103,USD,7046,1
2016,Mar,BNKDXXYY,,XX,BNKDXXYY,,XX,GLOC,,US,BCEEUS3M,,US,MT103,USD,115082,6
2016,Mar,BNKDXXYY,,XX,BNKDXXYY,,XX,GLOK,,US,BCEEUS3M,,US,MT103,USD,46846,3
2016,Mar,BNKEXXYY,,XX,BNKEXXYY,,XX,GLOB,,US,BCEEUS3M,,US,MT103,USD,7782,2
2016,Mar,BNKDXXYY,,XX,BNKDXXYY,,XX,GLOC,,US,BCAAUS33,,US,MT103,USD,6060,1
2016,Mar,BNKEXXYY,,XX,BNKEXXYY,,XX,GLOF,,US,BBNQUS33,,US,MT103,USD,141170,1
2016,Mar,BNKEXXYY,,XX,BNKEXXYY,,XX,GLOC,,US,BBNQUS33,,US,MT103,USD,40334,1
2016,Mar,BNKFXXYY,,XX,BNKFXXYY,,XX,BBNOUS,,US,BBNOUS,,US,MT103,USD,6900313,60
2016,Mar,BNKBXXYY,,XX,BNKBXXYY,,XX,BNKBJMKN,,JM,BBNIUS6NGFX,,US,MT103,USD,10000,1
2016,Mar,BNKCXXYY,,XX,BNKCXXYY,,XX,GLOC,,US,BBNIUS6NGFX,,US,MT103,USD,7024,1
2016,Mar,BNKCXXYY,,XX,BNKCXXYY,,XX,GLOC,,US,BBNIUS6NGFX,,US,MT103,USD,3918,2
2016,Mar,BNKBXXYY,,XX,BNKBXXYY,,XX,BNKBJMKN,,JM,BBNCUS33,,US,MT103,USD,2900,1
2016,Mar,BNKDXXYY,,XX,BNKDXXYY,,XX,GLOC,,US,BBNCUS33,,US,MT103,USD,2393,1
2016,Mar,BNKDXXYY,,XX,BNKDXXYY,,XX,GLOK,,US,BBNCUS33,,US,MT103,USD,6656,1
2016,Mar,BNKAXXYY,,XX,BNKAXXYY,,XX,GLOA,,US,BBKZUS33,,US,MT103,USD,178258,4
2016,Mar,BNKAXXYY,,XX,BNKAXXYY,,XX,GLOF,,US,BBKZUS33,,US,MT103,USD,90000,3
2016,Mar,BNKDXXYY,,XX,BNKDXXYY,,XX,GLOK,,US,BBKZUS33,,US,MT103,USD,4031,1
2016,Mar,BNKEXXYY,,XX,BNKEXXYY,,XX,GLOB,,US,BBKZUS33,,US,MT103,USD,9733,1
2016,Mar,BNKDXXYY,,XX,BNKDXXYY,,XX,GLOC,,US,BBKVUS3M,,US,MT103,USD,132516,4
2016,Mar,BNKDXXYY,,XX,BNKDXXYY,,XX,GLOK,,US,BBKOUS44,,US,MT103,USD,400,1
2016,Mar,BNKAXXYY,,XX,BNKAXXYY,,XX,GLOA,,US,BBKNUS44,,US,MT103,USD,6453,2
2016,Mar,BNKDXXYY,,XX,BNKDXXYY,,XX,GLOC,,US,BBKNUS44,,US,MT103,USD,4000,1
2016,Mar,BNKDXXYY,,XX,BNKDXXYY,,XX,GLOK,,US,BBKNUS44,,US,MT103,USD,4208,1
2016,Mar,BNKEXXYY,,XX,BNKEXXYY,,XX,GLOF,,US,BBKNUS44,,US,MT103,USD,1280,1
2016,Mar,BNKAXXYY,,XX,BNKAXXYY,,XX,GLOA,,US,BBKJUS44,,US,MT103,USD,1473,1
2016,Mar,BNKAXXYY,,XX,BNKAXXYY,,XX,GLOA,,US,BBKIUS6L,,US,MT103,USD,9985,1
2016,Mar,BNKEXXYY,,XX,BNKEXXYY,,XX,GLOB,,US,BBKIUS33,,US,MT103,USD,8553,1
2016,Mar,BNKAXXYY,,XX,BNKAXXYY,,XX,GLOA,,US,BBKGUS44,,US,MT103,USD,5000,1
2016,Mar,BNKAXXYY,,XX,BNKAXXYY,,XX,GLOB,,US,BBKGUS44,,US,MT103,USD,8565,1
2016,Mar,BNKDXXYY,,XX,BNKDXXYY,,XX,GLOA,,US,BBKGUS44,,US,MT103,USD,1821,1
2016,Mar,BNKDXXYY,,XX,BNKDXXYY,,XX,GLOK,,US,BBKGUS44,,US,MT103,USD,16432,2
2016,Mar,BNKAXXYY,,XX,BNKAXXYY,,XX,GLOB,,US,BBKFUS6L,,US,MT103,USD,26000,1
2016,Mar,BNKAXXYY,,XX,BNKAXXYY,,XX,GLOF,,US,BBKDUS6D,,US,MT103,USD,34702,2
2016,Mar,BNKAXXYY,,XX,BNKAXXYY,,XX,GLOA,,US,BBKBUS33,,US,MT103,USD,6136,1
2016,Mar,BNKAXXYY,,XX,BNKAXXYY,,XX,GLOA,,US,BBKAUS66,,US,MT103,USD,5000,1
2016,Mar,BNKAXXYY,,XX,BNKAXXYY,,XX,GLOA,,US,BAQUUS41,,US,MT103,USD,22489,1
2016,Mar,BNKAXXYY,,XX,BNKAXXYY,,XX,GLOA,,US,BAQTUS3M,,US,MT103,USD,46944,3
2016,Mar,BNKDXXYY,,XX,BNKDXXYY,,XX,GLOK,,US,BAQTUS3M,,US,MT103,USD,30000,1
2016,Mar,BNKDXXYY,,XX,BNKDXXYY,,XX,GLOC,,US,BAQRUS44,,US,MT103,USD,4800,1
2016,Mar,BNKDXXYY,,XX,BNKDXXYY,,XX,GLOK,,US,BAQPUS33,,US,MT103,USD,10544,1
2016,Mar,BNKAXXYY,,XX,BNKAXXYY,,XX,GLOA,,US,BAQNUS33,,US,MT103,USD,27146,4
2016,Mar,BNKAXXYY,,XX,BNKAXXYY,,XX,GLOB,,US,BAQNUS33,,US,MT103,USD,38480,2
2016,Mar,BNKAXXYY,,XX,BNKAXXYY,,XX,GLOF,,US,BAQNUS33,,US,MT103,USD,23000,1
2016,Mar,BNKBXXYY,,XX,BNKBXXYY,,XX,BNKBJMKN,,JM,BAQNUS33,,US,MT103,USD,16797,1
2016,Mar,BNKBXXYY,,XX,BNKBXXYY,,XX,BNKBJMKN,,JM,BAQNUS33,,US,MT103,USD,13998,1
2016,Mar,BNKBXXYY,,XX,BNKBXXYY,,XX,BNKBJMKN,,JM,BAQNUS33,,US,MT103,USD,11270,1
2016,Mar,BNKBXXYY,,XX,BNKBXXYY,,XX,BNKBJMKN,,JM,BAQNUS33,,US,MT103,USD,11198,1
2016,Mar,BNKDXXYY,,XX,BNKDXXYY,,XX,GLOC,,US,BAQNUS33,,US,MT103,USD,27465,1
2016,Mar,BNKDXXYY,,XX,BNKDXXYY,,XX,GLOK,,US,BAQNUS33,,US,MT103,USD,2490,2
2016,Mar,BNKAXXYY,,XX,BNKAXXYY,,XX,GLOA,,US,BAQMUS3N,,US,MT103,USD,39122,2
2016,Mar,BNKAXXYY,,XX,BNKAXXYY,,XX,GLOB,,US,BAQMUS3N,,US,MT103,USD,41717,1
2016,Mar,BNKDXXYY,,XX,BNKDXXYY,,XX,GLOC,,US,BAQMUS3N,,US,MT103,USD,510,1
2016,Mar,BNKDXXYY,,XX,BNKDXXYY,,XX,GLOK,,US,BAQMUS3N,,US,MT103,USD,18416,2
2016,Mar,BNKEXXYY,,XX,BNKEXXYY,,XX,GLOB,,US,BAQMUS3N,,US,MT103,USD,5824,1
2016,Mar,BNKBXXYY,,XX,BNKBXXYY,,XX,BNKBJMKN,,JM,BAQHUS6S,,US,MT103,USD,290,1
2016,Mar,BNKAXXYY,,XX,BNKAXXYY,,XX,GLOB,,US,BAQFUS33,,US,MT103,USD,26670,1
2016,Mar,BNKAXXYY,,XX,BNKAXXYY,,XX,GLOB,,US,BAQCUS3P,,US,MT103,USD,8780,1
2016,Mar,BNKDXXYY,,XX,BNKDXXYY,,XX,GLOC,,US,BAQCUS3P,,US,MT103,USD,3290,1
2016,Mar,BNKEXXYY,,XX,BNKEXXYY,,XX,GLOB,,US,BAQCUS3P,,US,MT103,USD,1808,1
2016,Mar,BNKAXXYY,,XX,BNKAXXYY,,XX,GLOF,,US,BAQAUS44,,US,MT103,USD,8848,2
2016,Mar,BNKEXXYY,,XX,BNKEXXYY,,XX,GLOB,,US,BAQAUS44,,US,MT103,USD,356,1
2016,Mar,BNKDXXYY,,XX,BNKDXXYY,,XX,GLOK,,US,BAKYUS33,,US,MT103,USD,10800,1
2016,Mar,BNKAXXYY,,XX,BNKAXXYY,,XX,GLOA,,US,BAKVUS44,,US,MT103,USD,43118,1
2016,Mar,BNKAXXYY,,XX,BNKAXXYY,,XX,GLOA,,US,BAKTUS6L,,US,MT103,USD,49455,2
2016,Mar,BNKAXXYY,,XX,BNKAXXYY,,XX,GLOB,,US,BAKTUS6L,,US,MT103,USD,105970,2
2016,Mar,BNKAXXYY,,XX,BNKAXXYY,,XX,GLOF,,US,BAKTUS6L,,US,MT103,USD,1921,1
2016,Mar,BNKDXXYY,,XX,BNKDXXYY,,XX,GLOC,,US,BAKRUS33,,US,MT103,USD,2400,1
2016,Mar,BNKDXXYY,,XX,BNKDXXYY,,XX,GLOK,,US,BAKRUS33,,US,MT103,USD,212,1
2016,Mar,BNKDXXYY,,XX,BNKDXXYY,,XX,GLOC,,US,BAKQUS6L,,US,MT103,USD,4193,1
2016,Mar,BNKDXXYY,,XX,BNKDXXYY,,XX,GLOK,,US,BAKOUS6L,,US,MT103,USD,920,1
2016,Mar,BNKAXXYY,,XX,BNKAXXYY,,XX,GLOF,,US,BAKNUS44,,US,MT103,USD,50982,2
2016,Mar,BNKDXXYY,,XX,BNKDXXYY,,XX,GLOK,,US,BAKNUS44,,US,MT103,USD,15616,1
2016,Mar,BNKEXXYY,,XX,BNKEXXYY,,XX,GLOC,,US,BAKNUS44,,US,MT103,USD,28615,1
2016,Mar,BNKAXXYY,,XX,BNKAXXYY,,XX,GLOB,,US,BAKMUS41,,US,MT103,USD,6621,1
2016,Mar,BNKAXXYY,,XX,BNKAXXYY,,XX,GLOA,,US,BAKKUS66,,US,MT103,USD,27955,2
2016,Mar,BNKAXXYY,,XX,BNKAXXYY,,XX,GLOB,,US,BAKKUS66,,US,MT103,USD,6000,1
2016,Mar,BNKDXXYY,,XX,BNKDXXYY,,XX,GLOK,,US,BAKKUS66,,US,MT103,USD,921,1
2016,Mar,BNKEXXYY,,XX,BNKEXXYY,,XX,GLOB,,US,BAKKUS66,,US,MT103,USD,1295,1
2016,Mar,BNKAXXYY,,XX,BNKAXXYY,,XX,GLOA,,US,BAKHUS33,,US,MT103,USD,129395,1
2016,Mar,BNKAXXYY,,XX,BNKAXXYY,,XX,GLOB,,US,BAKHUS33,,US,MT103,USD,69343,1
2016,Mar,BNKDXXYY,,XX,BNKDXXYY,,XX,GLOF,,US,BAKDUS3A,,US,MT103,USD,2500,1
2016,Mar,BNKAXXYY,,XX,BNKAXXYY,,XX,GLOA,,US,BAKBUS66,,US,MT103,USD,19337,1
2016,Mar,BNKAXXYY,,XX,BNKAXXYY,,XX,GLOF,,US,BAKBUS66,,US,MT103,USD,27438,1
2016,Mar,BNKAXXYY,,XX,BNKAXXYY,,XX,GLOA,,US,BACVUS33,,US,MT103,USD,156782,1
2016,Mar,BNKAXXYY,,XX,BNKAXXYY,,XX,GLOB,,US,BACNUS33,,US,MT103,USD,19495,1
2016,Mar,BNKAXXYY,,XX,BNKAXXYY,,XX,GLOB,,US,BACKUS41,,US,MT103,USD,4000,1
2016,Mar,BNKAXXYY,,XX,BNKAXXYY,,XX,GLOA,,US,GLOA,,US,MT103,USD,2539,1
2016,Mar,BNKDXXYY,,XX,BNKDXXYY,,XX,GLOA,,US,BACFUS3M,,US,MT103,USD,10000,1
2016,Mar,BNKDXXYY,,XX,BNKDXXYY,,XX,GLOC,,US,BACDUS3M,,US,MT103,USD,7497,1
2016,Mar,BNKDXXYY,,XX,BNKDXXYY,,XX,GLOK,,US,BACDUS3M,,US,MT103,USD,20886,1
2016,Mar,BNKCXXYY,,XX,BNKCXXYY,,XX,GLOC,,US,BACCUS,,US,MT103,USD,100000,1
2016,Mar,BNKAXXYY,,XX,BNKAXXYY,,XX,GLOA,,US,BACAUS33,,US,MT103,USD,6880,1
2016,Apr,BNKAXXYY,,XX,BNKAXXYY,,XX,GLOB,,US,GLOK,,US,MT103,USD,650000,12
2016,Apr,BNKAXXYY,,XX,BNKAXXYY,,XX,GLOF,,US,GLOK,,US,MT103,USD,5496,1
2016,Apr,BNKAXXYY,,XX,BNKAXXYY,,XX,GLOF,,US,GLOK,,SG,MT103,USD,14020,1
2016,Apr,BNKDXXYY,,XX,BNKDXXYY,,XX,GLOK,,US,GLOK,,US,MT103,USD,2363736,107
2016,Apr,BNKDXXYY,,XX,BNKDXXYY,,XX,GLOK,,US,GLOK,,IN,MT103,USD,42984,1
2016,Apr,BNKEXXYY,,XX,BNKEXXYY,,XX,GLOK,,US,GLOK,,US,MT103,USD,472147,29
2016,Apr,BNKEXXYY,,XX,BNKEXXYY,,XX,GLOB,,US,GLOK,,IN,MT103,USD,1903,1
2016,Apr,BNKDXXYY,,XX,BNKDXXYY,,XX,GLOH,,DE,GLOJ,,BE,MT103,EUR,10538,1
2016,Apr,BNKDXXYY,,XX,BNKDXXYY,,XX,GLOH,,DE,GLOJ,,NL,MT103,EUR,912,1
2016,Apr,BNKEXXYY,,XX,BNKEXXYY,,XX,GLOH,,DE,GLOJ,,BE,MT103,USD,76150,2
